# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "ID" "-a" "reference/GWH_reference/annotation.gff" "-o" "counts/C0H_R1_counts.txt" "alignments/C0H_R1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C0H_R1.sorted.bam
GUL04G001734	GWHHCNU00000004.1	23654875	23655138	-	264	57
GUL04G001735	GWHHCNU00000004.1	23777009	23777239	+	231	0
GUL04G001736	GWHHCNU00000004.1	23777818	23779501	+	1684	0
GUL04G001737	GWHHCNU00000004.1	23782403	23782627	-	225	74
GUL04G001738	GWHHCNU00000004.1	23784625	23784987	-	363	0
GUL04G001739	GWHHCNU00000004.1	23785218	23785508	-	291	0
GUL04G001740	GWHHCNU00000004.1	24027988	24030153	+	2166	121
GUL04G001741	GWHHCNU00000004.1	24053104	24055105	+	2002	0
GUL04G001742	GWHHCNU00000004.1	24088702	24089826	-	1125	0
GUL04G001743	GWHHCNU00000004.1	24137088	24137844	+	757	0
GUL04G001744	GWHHCNU00000004.1	24146971	24148962	+	1992	0
GUL04G001745	GWHHCNU00000004.1	24149100	24149610	+	511	0
GUL04G001746	GWHHCNU00000004.1	24158629	24159260	+	632	0
GUL04G001747	GWHHCNU00000004.1	24173259	24173468	-	210	0
GUL04G001748	GWHHCNU00000004.1	24196549	24198342	+	1794	141
GUL04G001749	GWHHCNU00000004.1	24217672	24218041	-	370	0
GUL04G001750	GWHHCNU00000004.1	24218159	24222184	+	4026	0
GUL04G001751	GWHHCNU00000004.1	24222948	24223970	+	1023	0
GUL04G001752	GWHHCNU00000004.1	24232297	24234291	-	1995	0
GUL04G001753	GWHHCNU00000004.1	24238298	24248785	+	10488	94
GUL04G001754	GWHHCNU00000004.1	24364785	24365210	-	426	0
GUL04G001755	GWHHCNU00000004.1	24369947	24370351	-	405	0
GUL04G001756	GWHHCNU00000004.1	24418198	24420800	+	2603	0
GUL04G001757	GWHHCNU00000004.1	24420969	24422089	+	1121	12
GUL04G001758	GWHHCNU00000004.1	24426661	24427277	+	617	60
GUL04G001759	GWHHCNU00000004.1	24431936	24436119	-	4184	0
GUL04G001760	GWHHCNU00000004.1	24441671	24452123	-	10453	0
GUL04G001761	GWHHCNU00000004.1	24458000	24463625	-	5626	0
GUL04G001762	GWHHCNU00000004.1	24467061	24469621	-	2561	0
GUL04G001763	GWHHCNU00000004.1	24471062	24472379	+	1318	0
GUL04G001764	GWHHCNU00000004.1	24472847	24479956	-	7110	0
GUL04G001765	GWHHCNU00000004.1	24485260	24488391	+	3132	0
GUL04G001766	GWHHCNU00000004.1	24489006	24489209	-	204	0
GUL04G001767	GWHHCNU00000004.1	24491927	24492370	-	444	0
GUL04G001768	GWHHCNU00000004.1	24493005	24493486	-	482	0
GUL04G001769	GWHHCNU00000004.1	24506436	24506778	-	343	0
GUL04G001770	GWHHCNU00000004.1	24507479	24507820	-	342	0
GUL04G001771	GWHHCNU00000004.1	24507863	24509983	+	2121	0
GUL04G001772	GWHHCNU00000004.1	24538953	24540153	-	1201	0
GUL04G001773	GWHHCNU00000004.1	24540189	24541663	-	1475	0
GUL04G001774	GWHHCNU00000004.1	24549956	24559993	-	10038	0
GUL04G001775	GWHHCNU00000004.1	24567774	24568735	-	962	0
GUL04G001776	GWHHCNU00000004.1	24575663	24576259	-	597	0
GUL04G001777	GWHHCNU00000004.1	24581098	24586310	+	5213	0
GUL04G001778	GWHHCNU00000004.1	24586376	24590632	-	4257	0
GUL04G001779	GWHHCNU00000004.1	24595819	24596472	+	654	0
GUL04G001780	GWHHCNU00000004.1	24599108	24599543	-	436	0
GUL04G001781	GWHHCNU00000004.1	24604819	24606144	+	1326	0
GUL04G001782	GWHHCNU00000004.1	24614687	24618738	-	4052	0
GUL04G001783	GWHHCNU00000004.1	24618947	24619243	+	297	0
GUL04G001784	GWHHCNU00000004.1	24694133	24694759	-	627	0
GUL04G001785	GWHHCNU00000004.1	24694789	24700864	-	6076	0
GUL04G001786	GWHHCNU00000004.1	24703311	24708793	+	5483	0
GUL04G001787	GWHHCNU00000004.1	24710687	24710959	+	273	0
GUL04G001788	GWHHCNU00000004.1	24718049	24718285	+	237	0
GUL04G001789	GWHHCNU00000004.1	24720026	24720292	-	267	0
GUL04G001790	GWHHCNU00000004.1	24720456	24721500	-	1045	0
GUL04G001791	GWHHCNU00000004.1	24722208	24727768	-	5561	0
GUL04G001792	GWHHCNU00000004.1	24727790	24730675	-	2886	0
GUL04G001793	GWHHCNU00000004.1	24733875	24734615	+	741	0
GUL04G001794	GWHHCNU00000004.1	24735095	24740193	-	5099	1
GUL04G001795	GWHHCNU00000004.1	24742267	24751413	-	9147	8
GUL04G001796	GWHHCNU00000004.1	24766671	24769974	+	3304	0
GUL04G001797	GWHHCNU00000004.1	24806933	24807646	-	714	0
GUL04G001798	GWHHCNU00000004.1	24810233	24810457	-	225	0
GUL04G001799	GWHHCNU00000004.1	24868389	24868721	-	333	0
GUL04G001800	GWHHCNU00000004.1	24920660	24921124	+	465	0
GUL04G001801	GWHHCNU00000004.1	24921308	24921514	+	207	0
GUL04G001802	GWHHCNU00000004.1	24922172	24922774	+	603	0
GUL04G001803	GWHHCNU00000004.1	24923117	24923863	+	747	0
GUL04G001804	GWHHCNU00000004.1	24943977	24946776	-	2800	0
GUL04G001805	GWHHCNU00000004.1	24951486	24952046	+	561	0
GUL04G001806	GWHHCNU00000004.1	24952159	24953067	+	909	16
GUL04G001807	GWHHCNU00000004.1	24953408	24953620	+	213	0
GUL04G001808	GWHHCNU00000004.1	24956522	24957345	+	824	86
GUL04G001809	GWHHCNU00000004.1	24965124	24965772	-	649	0
GUL04G001810	GWHHCNU00000004.1	25041644	25045989	-	4346	0
GUL04G001811	GWHHCNU00000004.1	25046392	25046946	-	555	0
GUL04G001812	GWHHCNU00000004.1	25047899	25048975	-	1077	0
GUL04G001813	GWHHCNU00000004.1	25050566	25050925	+	360	0
GUL04G001814	GWHHCNU00000004.1	25063773	25064012	+	240	0
GUL04G001815	GWHHCNU00000004.1	25064432	25066609	-	2178	0
GUL04G001816	GWHHCNU00000004.1	25087462	25088079	-	618	0
GUL04G001817	GWHHCNU00000004.1	25088122	25088424	-	303	0
GUL04G001818	GWHHCNU00000004.1	25092280	25093461	+	1182	0
GUL04G001819	GWHHCNU00000004.1	25097275	25098093	-	819	0
GUL04G001820	GWHHCNU00000004.1	25118630	25120011	-	1382	40
GUL04G001821	GWHHCNU00000004.1	25134864	25135208	+	345	0
GUL04G001822	GWHHCNU00000004.1	25135274	25142459	+	7186	0
GUL04G001823	GWHHCNU00000004.1	25142468	25143115	+	648	0
GUL04G001824	GWHHCNU00000004.1	25143779	25145643	+	1865	0
GUL04G001825	GWHHCNU00000004.1	25168614	25168820	-	207	0
GUL04G001826	GWHHCNU00000004.1	25180164	25182243	-	2080	0
GUL04G001827	GWHHCNU00000004.1	25203407	25203613	-	207	0
GUL04G001828	GWHHCNU00000004.1	25204999	25205400	+	402	0
GUL04G001829	GWHHCNU00000004.1	25215807	25218602	+	2796	0
GUL04G001830	GWHHCNU00000004.1	25220313	25221345	-	1033	2
GUL04G001831	GWHHCNU00000004.1	25233141	25234251	-	1111	0
GUL04G001832	GWHHCNU00000004.1	25263510	25263716	-	207	0
GUL04G001833	GWHHCNU00000004.1	25264409	25299775	-	35367	32
GUL04G001834	GWHHCNU00000004.1	25302205	25302456	-	252	0
GUL04G001835	GWHHCNU00000004.1	25314854	25318062	+	3209	0
GUL04G001836	GWHHCNU00000004.1	25319580	25320552	+	973	0
GUL04G001837	GWHHCNU00000004.1	25321582	25322897	+	1316	0
GUL04G001838	GWHHCNU00000004.1	25337672	25348264	-	10593	134
GUL04G001839	GWHHCNU00000004.1	25345577	25347121	-	1545	0
GUL04G001840	GWHHCNU00000004.1	25348911	25349759	-	849	0
GUL04G001841	GWHHCNU00000004.1	25354804	25359152	+	4349	0
GUL04G001842	GWHHCNU00000004.1	25362342	25364947	-	2606	0
GUL04G001843	GWHHCNU00000004.1	25365046	25375851	+	10806	0
GUL04G001844	GWHHCNU00000004.1	25381876	25385951	-	4076	0
GUL04G001845	GWHHCNU00000004.1	25388105	25393157	+	5053	11
GUL04G001846	GWHHCNU00000004.1	25397281	25407158	+	9878	0
GUL04G001847	GWHHCNU00000004.1	25411347	25413033	+	1687	0
GUL04G001848	GWHHCNU00000004.1	25413157	25414827	+	1671	0
GUL04G001849	GWHHCNU00000004.1	25419871	25422597	-	2727	0
GUL04G001850	GWHHCNU00000004.1	25423698	25425389	+	1692	0
GUL04G001851	GWHHCNU00000004.1	25429242	25429463	+	222	0
GUL04G001852	GWHHCNU00000004.1	25436718	25436957	+	240	0
GUL04G001853	GWHHCNU00000004.1	25440375	25441362	-	988	15
GUL04G001854	GWHHCNU00000004.1	25451890	25454728	+	2839	0
GUL04G001855	GWHHCNU00000004.1	25458830	25459938	+	1109	0
GUL04G001856	GWHHCNU00000004.1	25462086	25462319	-	234	0
GUL04G001857	GWHHCNU00000004.1	25590697	25593969	-	3273	195
GUL04G001858	GWHHCNU00000004.1	25619894	25620316	+	423	0
GUL04G001859	GWHHCNU00000004.1	25719004	25722283	-	3280	37
GUL04G001860	GWHHCNU00000004.1	25783240	25783497	-	258	0
GUL04G001861	GWHHCNU00000004.1	25824360	25824572	-	213	142
GUL04G001862	GWHHCNU00000004.1	25842007	25844032	+	2026	68
GUL04G001863	GWHHCNU00000004.1	25909207	25912024	+	2818	427
GUL04G001864	GWHHCNU00000004.1	25917222	25919061	-	1840	0
GUL04G001865	GWHHCNU00000004.1	25920383	25921024	-	642	0
GUL04G001866	GWHHCNU00000004.1	25992905	25993225	+	321	0
GUL04G001867	GWHHCNU00000004.1	26011712	26029495	+	17784	747
GUL04G001868	GWHHCNU00000004.1	26039683	26040084	-	402	0
GUL04G001869	GWHHCNU00000004.1	26049029	26049412	-	384	0
GUL04G001870	GWHHCNU00000004.1	26051759	26054029	-	2271	0
GUL04G001871	GWHHCNU00000004.1	26069517	26072598	+	3082	4850
GUL04G001872	GWHHCNU00000004.1	26076292	26076753	+	462	0
GUL04G001873	GWHHCNU00000004.1	26077483	26081987	-	4505	889
GUL04G001874	GWHHCNU00000004.1	26119087	26119293	+	207	0
GUL04G001875	GWHHCNU00000004.1	26132295	26133833	-	1539	12
GUL04G001876	GWHHCNU00000004.1	26146219	26152896	-	6678	95
GUL04G001877	GWHHCNU00000004.1	26157598	26168492	-	10895	185
GUL04G001878	GWHHCNU00000004.1	26175244	26176164	-	921	0
GUL04G001879	GWHHCNU00000004.1	26234424	26236448	+	2025	0
GUL04G001880	GWHHCNU00000004.1	26250810	26251097	+	288	0
GUL04G001881	GWHHCNU00000004.1	26252912	26253796	+	885	838
GUL04G001882	GWHHCNU00000004.1	26261737	26265514	-	3778	4
GUL04G001883	GWHHCNU00000004.1	26337381	26337866	+	486	669
GUL04G001884	GWHHCNU00000004.1	26384192	26384668	-	477	0
GUL04G001885	GWHHCNU00000004.1	26389321	26389990	-	670	0
GUL04G001886	GWHHCNU00000004.1	26394642	26396994	-	2353	485
GUL04G001887	GWHHCNU00000004.1	26397072	26398219	-	1148	0
GUL04G001888	GWHHCNU00000004.1	26422321	26432341	+	10021	476
GUL04G001889	GWHHCNU00000004.1	26441897	26444573	+	2677	0
GUL04G001890	GWHHCNU00000004.1	26445656	26446224	+	569	0
GUL04G001891	GWHHCNU00000004.1	26448426	26449366	-	941	0
GUL04G001892	GWHHCNU00000004.1	26451410	26453417	+	2008	0
GUL04G001893	GWHHCNU00000004.1	26455409	26455918	+	510	0
GUL04G001894	GWHHCNU00000004.1	26457038	26459667	-	2630	0
GUL04G001895	GWHHCNU00000004.1	26460389	26461779	-	1391	0
GUL04G001896	GWHHCNU00000004.1	26469160	26469405	+	246	404
GUL04G001897	GWHHCNU00000004.1	26469560	26471170	-	1611	578
GUL04G001898	GWHHCNU00000004.1	26477054	26477314	+	261	0
GUL04G001899	GWHHCNU00000004.1	26501122	26501982	-	861	0
GUL04G001900	GWHHCNU00000004.1	26521767	26522042	-	276	0
GUL04G001901	GWHHCNU00000004.1	26536701	26539977	+	3277	0
GUL04G001902	GWHHCNU00000004.1	26550446	26550652	-	207	0
GUL04G001903	GWHHCNU00000004.1	26564348	26566159	-	1812	0
GUL04G001904	GWHHCNU00000004.1	26669482	26671371	-	1890	0
GUL04G001905	GWHHCNU00000004.1	26671559	26673051	-	1493	0
GUL04G001906	GWHHCNU00000004.1	26674541	26675224	-	684	0
GUL04G001907	GWHHCNU00000004.1	26701613	26701861	+	249	0
GUL04G001908	GWHHCNU00000004.1	26739843	26740076	+	234	0
GUL04G001909	GWHHCNU00000004.1	26750785	26751297	-	513	0
GUL04G001910	GWHHCNU00000004.1	26767247	26771925	-	4679	0
GUL04G001911	GWHHCNU00000004.1	26772805	26774334	-	1530	0
GUL04G001912	GWHHCNU00000004.1	26774547	26775433	-	887	0
GUL04G001913	GWHHCNU00000004.1	26797252	26800038	+	2787	0
GUL04G001914	GWHHCNU00000004.1	26825270	26825542	-	273	0
GUL04G001915	GWHHCNU00000004.1	26829067	26832624	+	3558	16
GUL04G001916	GWHHCNU00000004.1	26832926	26833309	+	384	0
GUL04G001917	GWHHCNU00000004.1	26833555	26833914	-	360	0
GUL04G001918	GWHHCNU00000004.1	26834762	26836121	+	1360	0
GUL04G001919	GWHHCNU00000004.1	26836885	26840038	-	3154	0
GUL04G001920	GWHHCNU00000004.1	26841919	26844200	+	2282	57
GUL04G001921	GWHHCNU00000004.1	26844276	26846898	-	2623	223
GUL04G001922	GWHHCNU00000004.1	26864123	26869971	-	5849	53
GUL04G001923	GWHHCNU00000004.1	26883056	26884535	+	1480	0
GUL04G001924	GWHHCNU00000004.1	26887049	26893205	-	6157	928
GUL04G001925	GWHHCNU00000004.1	26902091	26908931	-	6841	169
GUL04G001926	GWHHCNU00000004.1	26934465	26936783	+	2319	881
GUL04G001927	GWHHCNU00000004.1	26944374	26944679	-	306	0
GUL04G001928	GWHHCNU00000004.1	26945742	26947130	+	1389	0
GUL04G001929	GWHHCNU00000004.1	26946019	26946264	+	246	0
GUL04G001930	GWHHCNU00000004.1	26996051	26996329	+	279	0
GUL04G001931	GWHHCNU00000004.1	26999733	27000167	-	435	0
GUL04G001932	GWHHCNU00000004.1	27000255	27001163	-	909	0
GUL04G001933	GWHHCNU00000004.1	27022377	27025152	+	2776	54
GUL04G001934	GWHHCNU00000004.1	27042713	27045918	+	3206	0
GUL04G001935	GWHHCNU00000004.1	27060422	27065414	-	4993	555
GUL04G001936	GWHHCNU00000004.1	27096375	27098302	-	1928	0
GUL04G001937	GWHHCNU00000004.1	27099212	27101186	-	1975	0
GUL04G001938	GWHHCNU00000004.1	27101300	27102325	-	1026	3
GUL04G001939	GWHHCNU00000004.1	27174802	27177993	+	3192	0
GUL04G001940	GWHHCNU00000004.1	27194677	27196138	-	1462	0
GUL04G001941	GWHHCNU00000004.1	27200970	27201431	+	462	0
GUL04G001942	GWHHCNU00000004.1	27219132	27219663	-	532	0
GUL04G001943	GWHHCNU00000004.1	27220212	27221261	-	1050	0
GUL04G001944	GWHHCNU00000004.1	27221516	27222547	-	1032	6
GUL04G001945	GWHHCNU00000004.1	27222833	27223980	-	1148	5
GUL04G001946	GWHHCNU00000004.1	27228116	27228331	-	216	0
GUL04G001947	GWHHCNU00000004.1	27249265	27249522	+	258	0
GUL04G001948	GWHHCNU00000004.1	27249666	27250472	+	807	0
GUL04G001949	GWHHCNU00000004.1	27250552	27250934	+	383	0
GUL04G001950	GWHHCNU00000004.1	27276509	27276940	+	432	0
GUL04G001951	GWHHCNU00000004.1	27277609	27278311	+	703	0
GUL04G001952	GWHHCNU00000004.1	27278390	27285275	+	6886	0
GUL04G001953	GWHHCNU00000004.1	27285022	27285863	+	842	0
GUL04G001954	GWHHCNU00000004.1	27295464	27296496	-	1033	0
GUL04G001955	GWHHCNU00000004.1	27296519	27297653	-	1135	0
GUL04G001956	GWHHCNU00000004.1	27309111	27309578	+	468	0
GUL04G001957	GWHHCNU00000004.1	27348779	27350408	+	1630	0
GUL04G001958	GWHHCNU00000004.1	27394571	27397027	+	2457	71
GUL04G001959	GWHHCNU00000004.1	27403946	27410316	+	6371	126
GUL04G001960	GWHHCNU00000004.1	27413754	27415592	-	1839	0
GUL04G001961	GWHHCNU00000004.1	27417475	27421025	-	3551	13
GUL04G001962	GWHHCNU00000004.1	27442109	27442693	+	585	0
GUL04G001963	GWHHCNU00000004.1	27442738	27444284	+	1547	0
GUL04G001964	GWHHCNU00000004.1	27444353	27444733	+	381	0
GUL04G001965	GWHHCNU00000004.1	27445436	27445687	+	252	0
GUL04G001966	GWHHCNU00000004.1	27447247	27447870	+	624	0
GUL04G001967	GWHHCNU00000004.1	27497887	27498126	-	240	0
GUL04G001968	GWHHCNU00000004.1	27508726	27512425	-	3700	0
GUL04G001969	GWHHCNU00000004.1	27521909	27522124	-	216	0
GUL04G001970	GWHHCNU00000004.1	27531602	27532027	-	426	0
GUL04G001971	GWHHCNU00000004.1	27596266	27598532	+	2267	0
GUL04G001972	GWHHCNU00000004.1	27604881	27608671	+	3791	0
GUL04G001973	GWHHCNU00000004.1	27608748	27609554	+	807	0
GUL04G001974	GWHHCNU00000004.1	27686970	27688756	-	1787	0
GUL04G001975	GWHHCNU00000004.1	27706666	27709175	-	2510	0
GUL04G001976	GWHHCNU00000004.1	27733242	27734218	+	977	0
GUL04G001977	GWHHCNU00000004.1	27742087	27742452	-	366	0
GUL04G001978	GWHHCNU00000004.1	27761670	27761900	+	231	0
GUL04G001979	GWHHCNU00000004.1	27768475	27769416	-	942	0
GUL04G001980	GWHHCNU00000004.1	27771001	27772099	-	1099	0
GUL04G001981	GWHHCNU00000004.1	27790639	27793894	+	3256	0
GUL04G001982	GWHHCNU00000004.1	27797203	27797418	-	216	0
GUL04G001983	GWHHCNU00000004.1	27830025	27830687	+	663	0
GUL04G001984	GWHHCNU00000004.1	27849063	27850252	-	1190	0
GUL04G001985	GWHHCNU00000004.1	27868459	27875490	-	7032	295
GUL04G001986	GWHHCNU00000004.1	27877465	27878234	-	770	16
GUL04G001987	GWHHCNU00000004.1	27900215	27900733	-	519	9
GUL04G001988	GWHHCNU00000004.1	27901933	27907162	-	5230	3022
GUL04G001989	GWHHCNU00000004.1	27983327	27993157	-	9831	0
GUL04G001990	GWHHCNU00000004.1	27998556	28002885	+	4330	0
GUL04G001991	GWHHCNU00000004.1	28010677	28011147	+	471	0
GUL04G001992	GWHHCNU00000004.1	28037536	28042095	-	4560	0
GUL04G001993	GWHHCNU00000004.1	28125096	28140847	+	15752	743
GUL04G001994	GWHHCNU00000004.1	28142299	28142655	-	357	1
GUL04G001995	GWHHCNU00000004.1	28149103	28150326	-	1224	8
GUL04G001996	GWHHCNU00000004.1	28158940	28159664	-	725	0
GUL04G001997	GWHHCNU00000004.1	28180201	28181089	+	889	0
GUL04G001998	GWHHCNU00000004.1	28185615	28186528	+	914	309
GUL04G001999	GWHHCNU00000004.1	28198836	28199066	-	231	0
GUL04G002000	GWHHCNU00000004.1	28204862	28209041	+	4180	0
GUL04G002001	GWHHCNU00000004.1	28222940	28223553	-	614	11
GUL04G002002	GWHHCNU00000004.1	28266495	28269088	-	2594	43
GUL04G002003	GWHHCNU00000004.1	28278007	28278339	-	333	0
GUL04G002004	GWHHCNU00000004.1	28281732	28282142	-	411	0
GUL04G002005	GWHHCNU00000004.1	28285457	28285672	+	216	0
GUL04G002006	GWHHCNU00000004.1	28315039	28315368	+	330	0
GUL04G002007	GWHHCNU00000004.1	28318369	28319443	-	1075	0
GUL04G002008	GWHHCNU00000004.1	28319751	28320050	-	300	0
GUL04G002009	GWHHCNU00000004.1	28326362	28327108	+	747	0
GUL04G002010	GWHHCNU00000004.1	28327556	28330081	+	2526	0
GUL04G002011	GWHHCNU00000004.1	28336778	28338224	+	1447	0
GUL04G002012	GWHHCNU00000004.1	28386424	28387397	+	974	0
GUL04G002013	GWHHCNU00000004.1	28393092	28394891	+	1800	0
GUL04G002014	GWHHCNU00000004.1	28398226	28400133	+	1908	0
GUL04G002015	GWHHCNU00000004.1	28400422	28403178	+	2757	0
GUL04G002016	GWHHCNU00000004.1	28407169	28407597	+	429	0
GUL04G002017	GWHHCNU00000004.1	28416198	28417182	-	985	0
GUL04G002018	GWHHCNU00000004.1	28417396	28418206	+	811	0
GUL04G002019	GWHHCNU00000004.1	28419340	28419860	+	521	0
GUL04G002020	GWHHCNU00000004.1	28433950	28434348	+	399	0
GUL04G002021	GWHHCNU00000004.1	28447078	28447350	-	273	0
GUL04G002022	GWHHCNU00000004.1	28473927	28475123	-	1197	0
GUL04G002023	GWHHCNU00000004.1	28476645	28481863	+	5219	0
GUL04G002024	GWHHCNU00000004.1	28482009	28483053	+	1045	0
GUL04G002025	GWHHCNU00000004.1	28519671	28521061	+	1391	0
GUL04G002026	GWHHCNU00000004.1	28566191	28570045	-	3855	0
GUL04G002027	GWHHCNU00000004.1	28605787	28611409	-	5623	3
GUL04G002028	GWHHCNU00000004.1	28607481	28607777	+	297	0
GUL04G002029	GWHHCNU00000004.1	28615368	28616064	-	697	68
GUL04G002030	GWHHCNU00000004.1	28646308	28648209	+	1902	61
GUL04G002031	GWHHCNU00000004.1	28668910	28671707	+	2798	270
GUL04G002032	GWHHCNU00000004.1	28681533	28682408	-	876	0
GUL04G002033	GWHHCNU00000004.1	28703277	28707411	-	4135	0
GUL04G002034	GWHHCNU00000004.1	28709442	28709657	+	216	0
GUL04G002035	GWHHCNU00000004.1	28784030	28784677	-	648	0
GUL04G002036	GWHHCNU00000004.1	28828862	28850597	-	21736	984
GUL04G002037	GWHHCNU00000004.1	28860909	28861142	+	234	0
GUL04G002038	GWHHCNU00000004.1	28870938	28871300	+	363	0
GUL04G002039	GWHHCNU00000004.1	28882283	28883071	+	789	0
GUL04G002040	GWHHCNU00000004.1	28906274	28908703	-	2430	0
GUL04G002041	GWHHCNU00000004.1	28948362	28948565	-	204	0
GUL04G002042	GWHHCNU00000004.1	28964661	28964909	-	249	0
GUL04G002043	GWHHCNU00000004.1	28965149	28965373	-	225	0
GUL04G002044	GWHHCNU00000004.1	28979668	28981443	+	1776	215
GUL04G002045	GWHHCNU00000004.1	28982390	28990952	-	8563	276
GUL04G002046	GWHHCNU00000004.1	29019735	29021354	+	1620	35
GUL04G002047	GWHHCNU00000004.1	29021513	29022877	+	1365	163
GUL04G002048	GWHHCNU00000004.1	29060585	29065904	+	5320	0
GUL04G002049	GWHHCNU00000004.1	29071790	29072245	-	456	0
GUL04G002050	GWHHCNU00000004.1	29076488	29077599	+	1112	0
GUL04G002051	GWHHCNU00000004.1	29085114	29085317	-	204	0
GUL04G002052	GWHHCNU00000004.1	29088609	29089814	+	1206	0
GUL04G002053	GWHHCNU00000004.1	29089842	29090609	+	768	0
GUL04G002054	GWHHCNU00000004.1	29104131	29104346	+	216	0
GUL04G002055	GWHHCNU00000004.1	29105172	29105684	+	513	0
GUL04G002056	GWHHCNU00000004.1	29107004	29113429	+	6426	79
GUL04G002057	GWHHCNU00000004.1	29134463	29149831	+	15369	892
GUL04G002058	GWHHCNU00000004.1	29156881	29171762	+	14882	834
GUL04G002059	GWHHCNU00000004.1	29205826	29208036	+	2211	22
GUL04G002060	GWHHCNU00000004.1	29213917	29215978	+	2062	0
GUL04G002061	GWHHCNU00000004.1	29218479	29220044	+	1566	0
GUL04G002062	GWHHCNU00000004.1	29250693	29274144	+	23452	2043
GUL04G002063	GWHHCNU00000004.1	29281555	29282343	-	789	0
GUL04G002064	GWHHCNU00000004.1	29301928	29302239	+	312	0
GUL04G002065	GWHHCNU00000004.1	29348256	29349384	+	1129	0
GUL04G002066	GWHHCNU00000004.1	29357033	29357515	-	483	0
GUL04G002067	GWHHCNU00000004.1	29367740	29368045	-	306	0
GUL04G002068	GWHHCNU00000004.1	29379964	29381382	-	1419	1325
GUL04G002069	GWHHCNU00000004.1	29433767	29435143	+	1377	0
GUL04G002070	GWHHCNU00000004.1	29435279	29437879	+	2601	0
GUL04G002071	GWHHCNU00000004.1	29437920	29438231	+	312	0
GUL04G002072	GWHHCNU00000004.1	29438478	29439272	+	795	0
GUL04G002073	GWHHCNU00000004.1	29441297	29441608	-	312	0
GUL04G002074	GWHHCNU00000004.1	29443643	29444023	+	381	0
GUL04G002075	GWHHCNU00000004.1	29465492	29466764	+	1273	0
GUL04G002076	GWHHCNU00000004.1	29470864	29472312	-	1449	96
GUL04G002077	GWHHCNU00000004.1	29476469	29477340	-	872	20
GUL04G002078	GWHHCNU00000004.1	29477375	29477860	-	486	19
GUL04G002079	GWHHCNU00000004.1	29504349	29505545	-	1197	0
GUL04G002080	GWHHCNU00000004.1	29505568	29505774	-	207	0
GUL04G002081	GWHHCNU00000004.1	29508869	29509735	-	867	0
GUL04G002082	GWHHCNU00000004.1	29510625	29512046	-	1422	582
GUL04G002083	GWHHCNU00000004.1	29515641	29516735	+	1095	0
GUL04G002084	GWHHCNU00000004.1	29540427	29540636	-	210	0
GUL04G002085	GWHHCNU00000004.1	29549361	29552428	-	3068	175
GUL04G002086	GWHHCNU00000004.1	29560770	29561959	+	1190	0
GUL04G002087	GWHHCNU00000004.1	29566139	29566738	+	600	0
GUL04G002088	GWHHCNU00000004.1	29579640	29580381	-	742	0
GUL04G002089	GWHHCNU00000004.1	29584868	29585352	-	485	0
GUL04G002090	GWHHCNU00000004.1	29585709	29587225	-	1517	0
GUL04G002091	GWHHCNU00000004.1	29587280	29587940	-	661	0
GUL04G002092	GWHHCNU00000004.1	29611054	29613394	-	2341	0
GUL04G002093	GWHHCNU00000004.1	29637980	29639537	+	1558	0
GUL04G002094	GWHHCNU00000004.1	29690484	29690690	+	207	0
GUL04G002095	GWHHCNU00000004.1	29690829	29691224	+	396	0
GUL04G002096	GWHHCNU00000004.1	29700223	29700534	-	312	0
GUL04G002097	GWHHCNU00000004.1	29700790	29701086	-	297	6
GUL04G002098	GWHHCNU00000004.1	29701147	29701888	-	742	0
GUL04G002099	GWHHCNU00000004.1	29702138	29702347	-	210	0
GUL04G002100	GWHHCNU00000004.1	29702515	29702790	-	276	0
GUL04G002101	GWHHCNU00000004.1	29703242	29703496	+	255	0
GUL04G002102	GWHHCNU00000004.1	29742337	29743026	+	690	0
GUL04G002103	GWHHCNU00000004.1	29755680	29763439	-	7760	757
GUL04G002104	GWHHCNU00000004.1	29785650	29790541	-	4892	0
GUL04G002105	GWHHCNU00000004.1	29799255	29799455	-	201	0
GUL04G002106	GWHHCNU00000004.1	29827913	29835341	-	7429	60
GUL04G002107	GWHHCNU00000004.1	29837345	29838785	+	1441	0
GUL04G002108	GWHHCNU00000004.1	29854015	29862325	+	8311	1515
GUL04G002109	GWHHCNU00000004.1	29868921	29869148	+	228	0
GUL04G002110	GWHHCNU00000004.1	29879169	29880452	+	1284	0
GUL04G002111	GWHHCNU00000004.1	29895138	29897608	+	2471	0
GUL04G002112	GWHHCNU00000004.1	29898010	29902584	+	4575	0
GUL04G002113	GWHHCNU00000004.1	29912958	29915561	+	2604	1670
GUL04G002114	GWHHCNU00000004.1	29916083	29917107	-	1025	222
GUL04G002115	GWHHCNU00000004.1	29943981	29946537	+	2557	0
GUL04G002116	GWHHCNU00000004.1	29949977	29950291	-	315	0
GUL04G002117	GWHHCNU00000004.1	29978938	29981593	-	2656	0
GUL04G002118	GWHHCNU00000004.1	29981710	29983499	-	1790	0
GUL04G002119	GWHHCNU00000004.1	30016629	30017643	-	1015	0
GUL04G002120	GWHHCNU00000004.1	30018622	30021808	-	3187	0
GUL04G002121	GWHHCNU00000004.1	30023503	30025991	-	2489	0
GUL04G002122	GWHHCNU00000004.1	30036790	30039030	+	2241	0
